index,first_name,last_name,agency,weekly_hours_worked,hourly_wage,allocated_wage,pharmacy,dental,vision,unspecified,weekly_spending,weeks_in_program
3507,Eric,Cooper,NU,25,2,48.0,163.59,124.67,73.21,567.27,17.86,52
3508,Michelle,Williams,NU,33,3,95.04,133.41,116.11,54.01,303.92,15.99,38
3509,Linda,King,K,12,1,11.52,180.16,320.33,131.03,479.54,32.68,34
3510,Ricardo,Lane,EverGreen,38,2,72.96,18.47,346.86,64.21,726.21,44.45,26
3511,Richard,Parks,K,33,1,31.68,142.72,398.45,152.12,718.71,30.04,47
3512,Frank,Adams,NU,16,2,30.72,18.3,294.51,126.66,137.05,11.53,50
3513,Ambrose,Bush,HomeAssist,40,2,76.8,120.4,144.81,162.7,989.03,29.52,48
3514,Roy,Smith,NU,14,2,26.88,61.34,84.41,178.81,518.33,17.2,49
3515,Kevin,Jackson,OneStop,28,1,26.88,192.02,487.48,145.18,544.81,72.08,19
3516,Tyler,Kerr,Elim,16,1,15.36,143.12,64.44,56.66,580.47,29.13,29
3517,John,Killeen,OneStop,28,1,26.88,191.45,496.64,171.74,210.26,21.4,50
3518,Lucy,Flett,OneStop,30,4,115.2,163.66,269.71,301.26,805.63,96.27,16
3519,Catherine,Davis,K,15,4,57.6,57.97,475.91,130.56,106.05,17.51,44
3520,Billie,Borden,NU,28,1,26.88,124.56,75.0,121.0,610.54,25.16,37
3521,Joseph,Stark,NU,21,1,20.16,42.7,337.78,152.72,988.87,49.1,31
3522,Anthony,Olson,HomeAssist,39,1,37.44,163.68,213.24,191.87,844.84,64.26,22
3523,Glenn,Singleton,OneStop,35,2,67.2,173.44,413.83,174.14,250.03,37.46,27
3524,Latonya,Lunford,K,10,4,38.4,160.29,159.27,70.98,834.25,36.02,34
3525,Taisha,Liu,OneStop,25,3,72.0,33.52,252.65,136.83,814.65,82.51,15
3526,Jenny,Acker,HomeAssist,19,1,18.24,133.13,461.69,103.67,574.32,30.3,42
3527,Bryan,Jackson,OneStop,28,3,80.64,127.36,108.78,174.83,950.94,35.84,38
3528,Nathan,Gebhard,K,36,1,34.56,52.08,98.77,166.04,469.59,49.16,16
3529,Pamela,Hames,EverGreen,29,3,83.52,22.34,266.8,143.86,524.94,33.03,29
3530,William,Sanchez,OneStop,21,4,80.64,60.65,239.36,96.28,540.92,31.24,30
3531,Peter,Hammond,Elim,30,2,57.6,60.76,88.21,166.76,384.05,38.88,18
3532,Gregory,Brown,NU,21,2,40.32,114.06,276.36,171.38,838.92,29.8,47
3533,Christopher,Kull,NU,12,1,11.52,84.58,53.88,164.21,467.37,28.52,27
3534,Mary,Burton,Elim,35,4,134.4,41.41,943.71,208.1,907.58,100.04,21
3535,Kimberly,Kessler,EverGreen,40,3,115.2,66.93,192.06,199.84,620.31,89.93,12
3536,Martha,Sierra,Elim,26,4,99.84,83.08,481.08,135.71,123.04,16.79,49
3537,Harold,Wells,NU,32,1,30.72,157.95,279.3,197.96,948.41,38.62,41
3538,Misty,Hoskins,OneStop,25,4,96.0,51.38,347.55,184.04,374.59,56.33,17
3539,Monte,Harold,HomeAssist,40,1,38.4,102.83,265.23,59.04,527.9,20.32,47
3540,Olive,Roller,OneStop,19,4,72.96,136.4,407.46,91.77,211.8,18.42,46
3541,Jack,Avella,NU,34,1,32.64,52.45,433.0,176.79,408.47,46.55,23
3542,Calandra,Dutra,HomeAssist,40,1,38.4,188.54,110.59,102.75,884.79,32.99,39
3543,Laura,Briscoe,OneStop,35,2,67.2,28.13,276.74,79.7,994.04,45.95,30
3544,Christopher,Ledue,OneStop,11,3,31.68,101.25,82.06,177.11,606.02,69.03,14
3545,David,Stjohn,OneStop,36,4,138.24,54.2,303.81,345.45,743.3,28.37,51
3546,Louis,Scott,NU,14,3,40.32,83.42,62.75,64.23,729.09,20.88,45
3547,Fred,Raya,Elim,38,3,109.44,194.14,455.46,374.37,531.41,36.17,43
3548,Sidney,Crum,OneStop,16,4,61.44,160.54,159.51,81.08,516.66,19.12,48
3549,John,Chaddock,EverGreen,38,3,109.44,55.51,312.61,136.67,361.01,41.23,21
3550,Andrea,Liang,K,17,3,48.96,96.1,336.73,145.41,771.87,30.68,44
3551,Jessica,Smith,EverGreen,26,2,49.92,94.86,383.51,168.89,151.55,30.72,26
3552,Robert,Barajas,OneStop,22,4,84.48,74.65,72.08,137.65,397.85,14.83,46
3553,Tony,Cowden,EverGreen,40,1,38.4,153.26,241.45,131.19,107.69,30.17,21
3554,Clark,Westin,Elim,22,3,63.36,75.82,73.5,129.32,627.9,53.33,17
3555,Martha,Andrews,OneStop,27,3,77.76,69.55,293.37,72.32,918.78,50.15,27
3556,Victor,Stevens,Elim,33,4,126.72,30.52,407.47,305.91,298.32,52.11,20
3557,Michael,Silas,NU,15,2,28.8,183.51,238.94,127.62,162.19,16.56,43
3558,Janie,Ruis,EverGreen,15,1,14.4,125.83,407.65,197.17,772.28,83.5,18
3559,Eric,Fall,EverGreen,40,4,153.6,78.41,481.04,288.12,841.53,64.97,26
3560,Billy,Starks,K,17,1,16.32,148.08,56.8,81.64,126.83,17.22,24
3561,Eva,Williams,K,15,4,57.6,40.01,277.06,67.35,850.52,58.81,21
3562,John,Butler,OneStop,27,2,51.84,11.91,234.03,155.29,246.0,13.21,49
3563,Hugh,Perez,NU,18,2,34.56,128.23,262.91,90.1,367.74,24.26,35
3564,Daniel,Wilson,EverGreen,17,2,32.64,19.54,361.06,134.05,933.45,46.71,31
3565,Harriett,Walker,K,14,1,13.44,38.59,417.5,66.47,749.98,55.33,23
3566,David,Thompson,Elim,27,1,25.92,41.26,430.9,114.45,409.29,27.66,36
3567,Candance,Aldridge,NU,26,3,74.88,170.29,405.1,107.29,400.28,24.61,44
3568,Johnna,Colwell,EverGreen,10,3,28.8,185.89,100.87,56.74,319.28,36.82,18
3569,Walter,Steckler,Elim,23,4,88.32,153.27,183.11,59.19,465.49,66.24,13
3570,Sharon,Simmons,Elim,21,4,80.64,186.4,131.45,123.64,572.29,20.69,49
3571,Jesus,Brown,OneStop,21,1,20.16,10.91,366.42,94.52,758.93,29.3,42
3572,Kay,Abernathy,Elim,13,4,49.92,57.16,76.42,79.22,278.25,18.19,27
3573,Karen,Brevig,NU,18,4,69.12,33.31,482.93,141.73,579.53,45.83,27
3574,Anthony,Bishop,Elim,14,3,40.32,108.13,105.54,163.11,754.35,56.56,20
3575,Richard,Johnson,Elim,24,4,92.16,197.05,168.82,93.68,365.86,22.93,36
3576,Walter,Doney,NU,27,3,77.76,81.31,402.04,85.58,661.01,42.41,29
3577,Michelle,Talarico,EverGreen,29,4,111.36,133.36,820.28,354.57,928.67,63.91,35
3578,Joseph,Bagley,EverGreen,36,4,138.24,183.25,606.72,301.56,749.94,46.04,40
3579,Alice,Bookwalter,HomeAssist,15,1,14.4,179.06,367.87,94.95,269.84,20.26,45
3580,Pauline,Palmer,OneStop,31,3,89.28,16.85,56.29,98.47,469.12,15.63,41
3581,Barbara,Reik,EverGreen,35,1,33.6,45.8,72.5,67.3,879.29,23.15,46
3582,Juan,Johnson,EverGreen,18,3,51.84,186.77,89.29,105.83,875.85,31.44,40
3583,Lawrence,Benson,K,37,3,106.56,186.66,557.69,430.06,264.76,89.95,16
3584,Mary,Schwieger,EverGreen,20,2,38.4,51.45,248.02,139.27,977.14,83.29,17
3585,Gloria,White,EverGreen,22,1,21.12,96.02,499.19,107.29,442.41,26.02,44
3586,Roger,Gonzalez,HomeAssist,20,2,38.4,71.66,72.38,116.89,187.97,13.2,34
3587,Sandra,Trusty,NU,33,1,31.68,10.6,127.48,149.77,111.79,9.52,42
3588,Melissa,Smith,NU,25,2,48.0,21.54,246.76,196.98,983.4,39.15,37
3589,Kathleen,Heroux,EverGreen,31,1,29.76,92.35,181.71,154.99,309.46,16.05,46
3590,Veronica,Smith,EverGreen,27,1,25.92,115.1,113.12,170.55,296.85,27.82,25
3591,Owen,Sauer,EverGreen,26,2,49.92,12.89,75.56,56.69,756.9,25.06,36
3592,Hope,Gardner,K,36,3,103.68,71.93,996.44,416.02,597.64,99.14,21
3593,Herman,Wischmeyer,HomeAssist,25,2,48.0,114.72,256.52,63.92,551.48,75.9,13
3594,Julia,Weaver,EverGreen,35,4,134.4,71.96,261.42,458.79,428.64,42.1,29
3595,Robert,Zayas,OneStop,25,1,24.0,197.2,115.62,168.72,884.73,31.77,43
3596,Jenise,Rice,HomeAssist,23,3,66.24,21.47,161.6,100.66,136.98,9.56,44
3597,William,Mcfadden,HomeAssist,25,1,24.0,80.7,191.26,157.41,444.26,21.84,40
3598,David,Zamorano,Elim,13,4,49.92,74.23,106.67,82.91,404.88,19.67,34
3599,James,Wiersma,OneStop,10,3,28.8,188.55,370.93,181.02,320.78,58.96,18
3600,Heidi,Pizarro,NU,32,2,61.44,131.87,336.17,152.25,933.1,57.53,27
3601,Benny,Coon,Elim,16,2,30.72,78.24,235.33,140.48,194.3,18.01,36
3602,Cecilia,Boehmer,NU,11,4,42.24,45.19,139.88,178.89,634.43,52.55,19
3603,Daphne,Manor,K,19,4,72.96,105.06,54.67,147.95,193.38,22.78,22
3604,Anthony,Stratton,NU,22,3,63.36,133.4,134.45,87.78,321.26,17.36,39
3605,Cleo,Craig,K,13,2,24.96,105.04,405.99,103.52,862.92,113.65,13
3606,Debbie,Harris,K,10,3,28.8,57.27,267.69,166.03,887.61,27.57,50
3607,Mark,Paschke,NU,25,2,48.0,103.02,412.71,161.87,465.74,22.87,50
3608,Tamera,Pante,NU,15,4,57.6,93.29,117.7,140.37,727.4,44.95,24
3609,Anna,Acuff,OneStop,39,3,112.32,141.07,156.31,388.4,476.61,43.05,27
3610,Charlie,Quinn,HomeAssist,22,1,21.12,114.68,295.03,195.54,442.53,34.93,30
3611,Joanna,Vazquez,EverGreen,40,1,38.4,61.46,324.98,55.92,401.44,21.64,39
3612,Nathan,Delapaz,K,24,2,46.08,47.84,150.7,89.91,887.89,24.51,48
3613,Evelyn,Raybuck,K,28,4,107.52,92.01,647.58,120.07,477.58,53.49,25
3614,Sook,Kelley,OneStop,39,1,37.44,95.41,188.14,148.24,599.64,42.98,24
3615,Mireille,Thomas,OneStop,15,3,43.2,31.83,208.68,115.6,862.42,28.34,43
3616,Erma,Eger,OneStop,31,4,119.04,89.26,186.16,159.85,218.88,31.15,21
3617,Christopher,Garcia,K,20,4,76.8,147.71,149.72,134.48,971.69,48.4,29
3618,Nancy,Waller,HomeAssist,37,1,35.52,195.46,54.0,158.64,941.99,28.13,48
3619,Melvin,Yeager,K,24,4,92.16,69.96,81.15,64.58,203.24,12.69,33
3620,Daniel,Stengel,K,12,3,34.56,82.8,131.26,117.6,869.02,23.54,51
3621,Bryce,Barreras,OneStop,24,2,46.08,102.43,360.18,100.62,220.83,34.09,23
3622,Joshua,Johnson,NU,25,3,72.0,163.87,381.84,166.79,220.13,62.18,15
3623,Helen,Carroll,EverGreen,38,3,109.44,71.32,955.42,393.56,555.44,54.88,36
3624,Bryan,Parsons,EverGreen,12,2,23.04,21.36,391.76,199.09,175.24,21.28,37
3625,David,Barta,K,18,3,51.84,80.45,172.94,101.57,597.76,22.68,42
3626,Elizabeth,Thompson,K,10,4,38.4,69.68,232.91,72.42,816.83,29.8,40
3627,John,Roman,HomeAssist,15,2,28.8,184.59,383.26,145.52,655.43,28.52,48
3628,Erin,Holleman,OneStop,32,4,122.88,86.02,446.66,243.36,328.46,84.96,13
3629,Cora,Rawe,Elim,15,3,43.2,21.31,429.1,115.72,179.37,23.3,32
3630,John,Alaniz,NU,33,2,63.36,136.89,195.17,104.02,199.63,20.51,31
3631,Willie,Gonzalez,NU,25,3,72.0,47.91,261.1,125.3,744.1,33.67,35
3632,Janet,Rivera,K,21,2,40.32,92.6,168.09,171.92,624.69,27.11,39
3633,James,Carlson,EverGreen,18,4,69.12,17.91,154.55,199.13,650.07,22.21,46
3634,Helen,Richardson,OneStop,35,4,134.4,181.25,965.67,458.41,312.69,68.5,28
3635,Emily,Jones,Elim,22,1,21.12,186.99,272.86,155.77,965.55,58.56,27
3636,Marshall,Gaut,K,13,2,24.96,149.29,257.85,135.4,725.39,25.36,50
3637,Peggy,Cochran,OneStop,31,4,119.04,25.83,506.91,339.55,276.43,26.71,43
3638,Gary,Landing,EverGreen,35,3,100.8,18.9,287.99,329.67,498.54,40.54,28
3639,Derrick,Chapman,K,15,2,28.8,47.43,300.48,127.73,794.28,36.28,35
3640,Cynthia,Martin,K,12,1,11.52,166.06,473.98,198.34,559.01,29.11,48
3641,Michael,Turner,NU,18,3,51.84,162.76,67.56,77.13,892.06,41.36,29
3642,Clement,Greenhalge,OneStop,18,1,17.28,134.25,152.67,135.7,922.08,70.77,19
3643,Antonio,Forrest,EverGreen,28,1,26.88,38.08,328.25,120.48,258.85,57.36,13
3644,David,Jackson,NU,17,1,16.32,104.63,89.48,80.38,785.63,27.9,38
3645,Henry,Crawford,EverGreen,24,1,23.04,117.45,153.02,186.41,102.66,43.04,13
3646,Mildred,Jones,K,24,4,92.16,83.92,100.24,194.91,996.09,65.48,21
3647,John,Ries,HomeAssist,37,2,71.04,93.35,308.41,188.59,218.3,38.51,21
3648,Frances,Cato,EverGreen,32,4,122.88,153.41,468.28,300.72,492.76,40.43,35
3649,Jennifer,Garcia,EverGreen,31,1,29.76,28.13,293.99,152.84,997.2,35.05,42
3650,Debbie,Nelson,K,22,1,21.12,114.11,371.88,191.32,436.57,32.76,34
3651,James,Hopkins,NU,18,4,69.12,52.64,457.32,64.44,968.68,96.44,16
3652,Steven,Harmeson,HomeAssist,14,3,40.32,34.35,73.26,84.45,558.04,50.01,15
3653,Mary,Baker,NU,38,1,36.48,59.66,368.41,103.11,598.93,31.39,36
3654,Jimmy,Hodges,Elim,13,3,37.44,172.95,137.34,158.0,607.18,43.02,25
3655,Ray,Smith,HomeAssist,17,4,65.28,49.3,211.27,194.73,841.59,25.43,51
3656,Frances,Disney,HomeAssist,40,2,76.8,23.56,72.29,106.46,729.18,66.53,14
3657,Joan,Soares,HomeAssist,18,4,69.12,178.91,166.05,94.51,441.32,18.35,48
3658,Lupe,Obenshain,EverGreen,28,3,80.64,130.57,54.56,52.88,288.49,30.97,17
3659,Jordan,Ledford,HomeAssist,25,2,48.0,137.45,380.44,194.44,950.22,138.55,12
3660,Randy,Olsen,HomeAssist,33,3,95.04,94.81,419.39,68.32,511.55,37.73,29
3661,Carl,Fleming,Elim,15,2,28.8,23.45,196.88,129.46,254.12,13.42,45
3662,James,Olson,OneStop,26,1,24.96,83.62,416.13,180.92,955.79,49.59,33
3663,Violet,Stokes,OneStop,23,4,88.32,23.63,241.46,134.83,829.23,61.46,20
3664,Ula,Watkins,NU,38,2,72.96,175.7,80.15,84.74,307.61,19.64,33
3665,John,Vargas,OneStop,36,3,103.68,172.21,480.95,244.55,423.57,33.88,39
3666,Kathleen,Nice,HomeAssist,22,4,84.48,61.96,101.2,59.89,216.87,25.88,17
3667,Guy,Chavez,EverGreen,28,4,107.52,134.45,630.3,318.28,792.27,49.35,38
3668,Michelle,Hume,K,18,2,34.56,78.82,184.85,76.52,229.13,28.47,20
3669,Linda,Hall,K,16,4,61.44,26.64,215.72,57.39,297.16,13.88,43
3670,Mary,Edwardson,HomeAssist,23,2,44.16,35.77,146.97,161.83,161.09,31.6,16
3671,Flora,Cardenas,HomeAssist,28,4,107.52,46.42,400.29,128.42,786.99,28.98,47
3672,Jeanne,Bulle,EverGreen,10,1,9.6,182.11,387.95,83.96,939.69,75.89,21
3673,Jason,Schultz,HomeAssist,12,1,11.52,77.08,195.85,142.79,879.72,28.16,46
3674,Crystal,Mitchell,OneStop,29,2,55.68,78.97,469.54,154.65,334.63,30.52,34
3675,Leslie,Loew,HomeAssist,12,3,34.56,91.22,162.13,132.91,425.91,29.01,28
3676,Jill,Tellez,K,32,4,122.88,73.41,534.64,150.37,528.63,55.96,23
3677,Troy,Page,K,38,1,36.48,21.23,443.25,166.19,315.02,19.7,48
3678,Roland,Trujillo,EverGreen,39,4,149.76,187.91,107.54,382.4,578.85,52.36,24
3679,David,Caldwell,HomeAssist,40,1,38.4,111.57,473.04,140.4,412.03,24.72,46
3680,Roselle,Jones,K,29,2,55.68,84.42,64.65,161.94,536.54,29.23,29
3681,Michael,Gardner,EverGreen,29,2,55.68,186.73,74.02,179.55,293.63,36.7,20
3682,Levi,Burton,HomeAssist,15,1,14.4,69.4,282.97,147.95,378.8,43.96,20
3683,Joe,Kearney,NU,37,1,35.52,20.33,317.58,198.21,209.62,43.87,17
3684,John,Lee,OneStop,32,4,122.88,189.99,528.81,199.85,301.17,28.37,43
3685,Mildred,Armstrong,HomeAssist,38,2,72.96,20.86,322.96,188.27,388.97,40.05,23
3686,Cynthia,Roberts,Elim,26,4,99.84,64.12,207.7,138.59,273.69,28.5,24
3687,Kathy,Bennett,OneStop,36,2,69.12,22.08,469.84,50.87,777.57,62.87,21
3688,Debbie,Stewart,OneStop,40,2,76.8,97.45,267.88,57.02,528.02,21.6,44
3689,Elaine,Botello,K,20,2,38.4,194.47,219.23,105.86,218.15,29.51,25
3690,John,Smith,HomeAssist,39,1,37.44,158.08,377.43,139.17,158.33,37.86,22
3691,Bruce,Lynn,K,21,1,20.16,30.81,289.29,91.81,964.47,98.31,14
3692,Otis,Ney,Elim,17,4,65.28,53.85,496.22,119.4,241.63,17.52,52
3693,Christopher,Villalpando,EverGreen,16,2,30.72,75.37,272.03,50.18,642.09,29.7,35
3694,Steven,Avant,EverGreen,38,3,109.44,70.78,393.4,344.74,702.86,58.15,26
3695,Carlos,Gleason,K,16,1,15.36,142.55,364.84,133.85,449.88,22.27,49
3696,Jerry,Porter,NU,37,3,106.56,102.43,704.32,154.2,753.97,131.92,13
3697,David,Puckett,NU,10,1,9.6,109.59,409.01,190.45,212.27,19.6,47
3698,Jaime,Woodson,Elim,39,2,74.88,161.31,279.24,178.36,469.16,54.4,20
3699,Helen,Mendez,EverGreen,12,1,11.52,123.51,193.69,83.81,532.9,29.18,32
3700,Noel,Sheldon,K,34,2,65.28,186.52,330.5,62.79,533.32,27.15,41
3701,Charles,Bachman,NU,28,4,107.52,54.89,633.94,442.02,509.03,33.47,49
3702,Lilian,Flanigan,NU,35,1,33.6,50.34,386.66,92.26,744.32,31.84,40
3703,Caitlin,Toth,NU,22,2,42.24,83.01,441.4,126.19,924.77,82.91,19
3704,Charles,Dangelo,Elim,28,4,107.52,22.12,669.48,218.72,329.52,36.47,34
3705,Doris,Visser,EverGreen,31,1,29.76,50.2,495.32,79.06,143.3,17.06,45
3706,Laura,Lee,K,37,1,35.52,29.37,325.75,170.63,472.73,27.74,36
3707,Richard,Hershberger,HomeAssist,14,1,13.44,64.94,248.29,111.73,680.7,58.19,19
3708,Thomas,Levy,EverGreen,15,2,28.8,166.88,426.69,167.25,595.92,48.45,28
3709,Deanna,Masson,K,18,1,17.28,190.79,371.55,186.92,198.15,63.16,15
3710,Lena,Deleon,OneStop,39,3,112.32,36.58,896.3,325.94,433.87,73.6,23
3711,Justina,Pedraza,EverGreen,39,3,112.32,54.4,887.11,231.34,906.9,99.04,21
3712,Christy,Batchelder,K,12,2,23.04,45.26,451.46,144.18,553.7,66.37,18
3713,Frank,Offerdahl,K,24,3,69.12,113.63,192.75,171.61,867.3,32.81,41
3714,Michelle,Tenney,K,32,4,122.88,70.69,789.43,410.21,692.58,42.67,46
3715,Randy,Lopez,Elim,36,2,69.12,79.55,305.15,169.11,823.23,49.18,28
3716,Kevin,Madden,EverGreen,26,1,24.96,146.64,182.8,165.52,489.66,35.17,28
3717,Edith,Curry,HomeAssist,10,4,38.4,193.42,95.08,66.66,572.02,19.73,47
3718,Anthony,Bushnell,NU,23,3,66.24,60.89,220.34,193.38,379.89,30.52,28
3719,James,Mancilla,HomeAssist,37,2,71.04,106.69,100.02,55.3,267.6,12.61,42
3720,Rosemary,King,OneStop,11,3,31.68,69.53,447.91,167.15,606.88,39.14,33
3721,Stephen,France,EverGreen,19,3,54.72,198.37,393.62,65.81,240.51,18.71,48
3722,Robert,Dawson,OneStop,19,4,72.96,83.67,60.54,125.82,973.17,49.73,25
3723,Edwina,Brick,HomeAssist,11,2,21.12,62.04,129.07,110.66,499.8,40.08,20
3724,Maria,Pendleton,EverGreen,37,4,142.08,34.67,573.32,228.38,328.63,30.66,38
3725,Juan,Hallam,K,22,1,21.12,189.28,176.84,188.72,700.36,73.84,17
3726,Crystal,Lund,HomeAssist,30,1,28.8,153.82,436.12,136.04,769.21,29.32,51
3727,Frank,Martin,Elim,29,3,83.52,128.74,93.86,167.16,676.36,24.23,44
3728,Marcella,Murphy,Elim,14,2,26.88,145.26,84.65,186.49,203.63,16.76,37
3729,Joshua,Upchurch,OneStop,29,2,55.68,17.0,429.02,69.05,777.7,53.87,24
3730,Gaylene,Frazier,HomeAssist,37,3,106.56,139.53,550.02,333.57,880.05,158.6,12
3731,Chris,Lavender,OneStop,31,2,59.52,24.97,311.54,111.54,400.68,31.43,27
3732,Billie,Mcalpin,NU,24,4,92.16,151.16,415.32,64.81,943.64,60.57,26
3733,Erik,Morgan,NU,21,3,60.48,47.84,472.38,157.87,484.29,58.12,20
3734,Debra,Lee,Elim,16,3,46.08,142.74,279.05,88.63,350.69,21.53,40
3735,Vera,Murphy,OneStop,22,2,42.24,174.74,348.66,160.97,348.12,27.17,38
3736,Maxine,Bell,HomeAssist,34,4,130.56,179.05,914.83,247.58,639.33,56.59,35
3737,Michael,Fried,OneStop,14,4,53.76,95.12,336.63,99.13,679.1,26.3,46
3738,Louis,Brill,EverGreen,40,4,153.6,110.75,590.85,124.69,626.04,76.44,19
3739,Thomas,Yantzer,EverGreen,11,2,21.12,96.3,89.97,129.54,836.86,34.93,33
3740,Lucy,Rowe,EverGreen,25,3,72.0,48.85,156.98,153.86,911.02,27.04,47
3741,Caridad,Anderson,HomeAssist,40,2,76.8,72.78,288.9,184.1,588.13,75.59,15
3742,Joe,Nucklos,K,13,1,12.48,126.35,409.02,97.62,320.41,52.97,18
3743,Dorothy,Simms,HomeAssist,34,2,65.28,82.62,284.91,112.76,783.23,26.32,48
3744,Walter,Meza,Elim,12,3,34.56,136.01,108.44,101.79,245.29,16.9,35
3745,Melanie,Mayer,EverGreen,38,3,109.44,41.41,463.95,394.7,841.98,49.77,35
3746,Carl,Fecteau,HomeAssist,31,3,89.28,38.7,354.98,176.99,776.75,42.11,32
3747,Kisha,Scruggs,Elim,29,4,111.36,148.57,120.25,261.64,853.88,55.37,25
3748,Kathryn,Haley,Elim,18,3,51.84,28.77,324.53,95.79,525.73,21.66,45
3749,Barbara,Stein,K,20,1,19.2,191.73,265.55,161.24,258.78,19.07,46
3750,Carol,Daniels,OneStop,25,1,24.0,159.96,380.29,108.15,701.75,42.19,32
3751,Brett,Cain,EverGreen,12,1,11.52,100.7,120.47,143.79,945.4,72.8,18
3752,Galen,Bledsoe,Elim,18,3,51.84,163.3,69.35,166.38,103.74,20.95,24
3753,Stephanie,Henley,NU,16,1,15.36,45.07,334.79,73.53,239.88,14.75,47
3754,Lucy,Oneil,NU,40,3,115.2,75.72,497.48,285.44,792.79,33.7,49
3755,Marty,Stellman,Elim,14,3,40.32,130.52,75.29,117.74,977.9,92.96,14
3756,Brian,Gonzales,NU,34,3,97.92,43.94,395.74,190.46,755.66,60.25,23
3757,Andrew,Camacho,OneStop,24,2,46.08,182.2,214.06,129.31,421.5,59.19,16
3758,Gilbert,Valley,K,15,2,28.8,50.17,423.93,81.69,620.81,42.02,28
3759,Paula,Waites,K,15,1,14.4,53.14,65.89,136.35,830.17,27.83,39
3760,Barbara,Sorrells,NU,10,2,19.2,173.53,464.14,126.53,305.96,21.4,50
3761,Marie,Lutz,HomeAssist,40,3,115.2,112.81,209.76,119.34,724.62,77.77,15
3762,Thomas,Smith,EverGreen,29,1,27.84,40.58,248.65,78.41,203.5,47.59,12
3763,Thomas,Sanchez,NU,37,3,106.56,47.53,525.89,380.29,692.08,137.15,12
3764,Jose,Duggan,NU,28,3,80.64,138.36,331.79,117.37,728.87,43.88,30
3765,Lowell,Tran,Elim,11,1,10.56,129.24,168.95,168.6,283.1,31.25,24
3766,Margaret,Paris,K,29,2,55.68,101.35,224.03,93.78,663.47,26.41,41
3767,Stephanie,Merrell,Elim,22,4,84.48,150.41,375.19,189.22,929.68,51.39,32
3768,Camille,Masse,NU,23,1,22.08,100.13,414.89,167.59,583.28,60.28,21
3769,Patricia,Mercado,Elim,38,2,72.96,66.59,429.81,115.81,394.14,62.9,16
3770,Renee,Dowdy,EverGreen,22,4,84.48,116.04,487.97,86.35,381.2,46.59,23
3771,Chase,Woods,HomeAssist,18,1,17.28,43.85,454.04,74.28,875.48,49.92,29
3772,Ruth,Miranda,K,31,1,29.76,107.16,223.17,114.55,372.61,58.39,14
3773,Kathleen,Toodle,EverGreen,21,3,60.48,75.07,359.23,139.96,708.38,35.63,36
3774,Margaret,Panahon,K,15,4,57.6,73.29,340.5,112.04,861.81,60.33,23
3775,Loretta,Lucero,Elim,40,1,38.4,186.8,124.37,131.85,851.71,56.29,23
3776,Richard,Collins,OneStop,22,3,63.36,146.98,168.15,82.2,287.52,22.83,30
3777,Roberta,Ortiz,Elim,31,4,119.04,96.12,293.35,261.82,213.5,29.82,29
3778,Megan,Sims,NU,16,3,46.08,102.46,188.88,95.08,496.63,23.24,38
3779,Miguel,Wallace,OneStop,35,4,134.4,80.91,435.81,426.52,498.2,40.04,36
3780,Melanie,Rush,Elim,22,2,42.24,163.42,140.02,189.98,642.2,31.54,36
3781,Shirley,Mcnamee,K,10,3,28.8,81.21,142.62,98.75,672.04,66.31,15
3782,Jeremy,Vinson,OneStop,14,4,53.76,75.44,409.34,146.25,173.95,22.36,36
3783,Sara,Conrad,NU,18,4,69.12,108.35,480.71,196.56,570.92,27.13,50
3784,Rosa,Skinner,Elim,35,2,67.2,68.88,166.95,93.07,914.36,30.32,41
3785,Larry,Wiggin,EverGreen,25,4,96.0,38.44,380.68,84.15,545.2,61.67,17
3786,Virginia,Calderon,OneStop,25,3,72.0,164.66,430.19,100.21,218.8,17.92,51
3787,Carol,Deanda,NU,25,1,24.0,99.42,65.92,120.66,825.31,55.57,20
3788,Jessie,Bertrand,HomeAssist,33,2,63.36,84.88,472.21,190.43,256.53,21.36,47
3789,Dave,Perez,K,22,4,84.48,51.13,454.25,80.14,275.23,23.91,36
3790,Ila,Eckstein,Elim,32,3,92.16,127.84,338.08,134.6,674.36,31.09,41
3791,Jessie,Baker,Elim,27,2,51.84,132.55,359.75,62.7,215.8,18.35,42
3792,Sarah,Vazquez,EverGreen,39,2,74.88,88.91,386.61,156.28,996.1,67.83,24
3793,Gary,Morse,EverGreen,40,4,153.6,192.67,488.93,446.32,937.02,121.47,17
3794,Christy,Dugan,K,25,1,24.0,52.12,444.51,114.39,424.51,38.35,27
3795,Nancy,Blanco,HomeAssist,14,2,26.88,16.32,203.16,164.85,838.82,38.22,32
3796,Nora,Wang,OneStop,12,2,23.04,31.21,257.42,142.46,950.42,106.27,13
3797,Dustin,Robles,HomeAssist,25,3,72.0,112.37,436.44,92.86,754.51,87.26,16
3798,Nathaniel,Auckerman,Elim,22,3,63.36,129.92,342.22,122.85,915.4,47.2,32
3799,John,Thomas,K,22,4,84.48,29.61,110.43,139.6,519.86,18.59,43
3800,Andre,Ramirez,HomeAssist,36,3,103.68,143.16,433.18,498.0,316.36,38.63,36
3801,Janet,Morales,Elim,32,2,61.44,39.63,443.31,183.02,611.79,75.16,17
3802,Patricia,Huntsman,NU,22,3,63.36,111.31,424.58,127.4,966.38,40.74,40
3803,Christina,Moore,Elim,24,1,23.04,95.87,174.46,73.88,790.62,81.06,14
3804,Jana,Weiss,K,32,3,92.16,63.1,440.33,188.34,139.98,24.46,34
